User-ID,ISBN,Book-Rating,Book-Title,Book-Author,Decade,Age,Country,Avg_Book_Rating,Avg_User_Rating,High_Rating,Country_Encoded
276747,1885408226,7,The Golden Rule of Schmoozing,Aye Jaye,1990,25,usa,7,5,1,375
276748,747558167,6,Apricots on the Nile: A Memoir with Recipes,Colette Rossant,2000,39,saudi arabia,3.75,3,0,304
276751,3596218098,8,Reise nach Ixtlan. Die Lehre des Don Juan.,Carlos Castaneda,1990,32,switzerland,1.142857143,4,1,330
276754,684867621,8,The Girl Who Loved Tom Gordon : A Novel,Stephen King,1990,19,canada,3.618644068,8,1,65
276755,451166892,5,The Pillars of the Earth,Ken Follett,1990,32,germany,3.201754386,5,0,128
276762,034544003X,0,Southampton Row (Charlotte &amp; Thomas Pitt Novels (Hardcover)),Anne Perry,2000,25,germany,3.133333333,0.8,0,128
276762,380000059,0,CLOUT,D. GIBBONS,2020,25,germany,0,0.8,0,128
276762,380711524,5,See Jane Run,Joy Fielding,1990,25,germany,2.652173913,0.8,0,128
276762,451167317,0,The Dark Half,Stephen King,1990,25,germany,3.392156863,0.8,0,128
276762,451454952,0,House of the Sun (Shadowrun),Fanpro,2000,25,germany,0,0.8,0,128
276762,843920262,0,God Game,Ralph Hayes,1980,25,germany,0,0.8,0,128
276762,3404122879,0,"Vater Himmel, Mutter Erde.",Sue Harrison,1990,25,germany,5,0.8,0,128
276762,3404182928,0,Besiegt vom Sturm der Leidenschaft.,Patricia Potter,2000,25,germany,0,0.8,0,128
276762,3426690179,0,Sturm der Liebe.,Rosemary Rogers,2000,25,germany,0,0.8,0,128
276762,3442424216,0,"Ich, Prinzessin aus dem Hause Al Saud. Ein Leben hinter tausend Schleiern.",Jean P. Sasson,1990,25,germany,2.166666667,0.8,0,128
276762,3442425573,0,Der BronzehÃƒÂƒ?ÃƒÂ‚Ã‚Â¤ndler.,Hanns Kneifel,1990,25,germany,0,0.8,0,128
276762,3453092007,8,Die zweite Haut.,Dean Koontz,1990,25,germany,4.8,0.8,1,128
276762,3453176944,0,Der Spion und die Zauberin.,Susan King,2000,25,germany,0,0.8,0,128
276762,3453185137,0,Prinz der Kelche.,Gayle Feyrer,2000,25,germany,0,0.8,0,128
276762,3453877241,0,Live aus Bagdad. Das Tagebuch einer Kriegs-Reporterin.,Antonia Rados,2000,25,germany,0,0.8,0,128
276762,3517017442,0,Durch TeebaumÃƒÂƒ?ÃƒÂ‚Ã‚Â¶l gesund und schÃƒÂƒ?ÃƒÂ‚Ã‚Â¶n.,Heidelore Kluge,1990,25,germany,0,0.8,0,128
276762,3596125006,0,Briefe der Liebe.,Maria Nurowska,1990,25,germany,0,0.8,0,128
276772,140279091,0,Saving Private Ryan,Max Allan Collins,1990,32,germany,3.5,5.4,0,128
276772,553572369,7,Pay Dirt (Mrs. Murphy Mysteries (Paperback)),RITA MAE BROWN,1990,32,germany,2.038461538,5.4,1,128
276772,571058086,0,Waiting for Godot,Samuel Beckett,0,32,germany,2.375,5.4,0,128
276772,3499230933,10,Adressat unbekannt.,Kathrine Kressmann Taylor,2000,32,germany,4.3,5.4,1,128
276772,3596151465,10,Henry der Held.,Roddy Doyle,2000,32,germany,5,5.4,1,128
276774,99543818,0,"East, West",Salman Rushdie,1990,28,switzerland,0,1.8,0,330
276774,3404147723,0,Im Schatten der Lilie. Die Erinnerungen der Eleonore von Aquitanien.,Patrice Leavold,2000,28,switzerland,4.333333333,1.8,0,330
276774,3423111321,0,Die Teufelin. Roman.,Fay Weldon,1980,28,switzerland,0,1.8,0,330
276774,3442136644,9,Endlich Nichtraucher.,Allen Carr,1990,28,switzerland,2.083333333,1.8,1,330
276774,3492232000,0,Ein Liebhaber zuviel ist noch zu wenig.,Gaby Hauptmann,2000,28,switzerland,2.5,1.8,0,330
276780,8434811634,0,"Escarabajos Vuelan Al Atardecer, Los",Maria Gripe,1990,18,spain,5,4.666666667,0,321
276786,842333533X,0,Vieja Nueva York,Edith Wharton,2000,34,spain,0,2.166666667,0,321
276786,8433914456,0,Invitacion a la Etica,Fernando Savater,1990,34,spain,0,2.166666667,0,321
276786,8437606322,8,Anna Karenina,Leo Tolstoy,1990,34,spain,8,2.166666667,1,321
276786,8445072919,0,Cuentos Inconclusos,J. R. R. Tolkien,1990,34,spain,0,2.166666667,0,321
276786,847765011X,0,Isabelle Eberhardt,Eglal Errera,1990,34,spain,0,2.166666667,0,321
276786,8478442588,6,El Elogio de La Sombra,Tanazaki,1990,34,spain,5.5,2.166666667,0,321
276788,345443683,8,"Blackwood Farm (Rice, Anne, Vampire Chronicles.)",ANNE RICE,2000,32,usa,3.244897959,8.333333333,1,375
276788,043935806X,7,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2000,32,usa,5.571856287,8.333333333,1,375
276788,055310666X,10,False Memory,Dean R. Koontz,1990,32,usa,2.972972973,8.333333333,1,375
276796,330332775,5,Bridget Jones's Diary,Helen Fielding,1990,21,united kingdom,4.130769231,2.5,0,363
276798,6379702,5,"My \Star Trek\"" Memories""",William Shatner,1990,31,germany,6,1.5,0,128
276798,3423084049,0,Der Englishche Patient,Michael Ondaatje,0,31,germany,4.416666667,1.5,0,128
276798,3442131340,7,Ein Fall fÃƒÂƒ?ÃƒÂ‚Ã‚Â¼r Kay Scarpetta / Ein Mord fÃƒÂƒ?ÃƒÂ‚Ã‚Â¼r Kay Scarpetta. Zwei Romane in einem Band.,Patricia Cornwell,2000,31,germany,5.666666667,1.5,1,128
276798,3446202102,0,Der GeschichtenverkÃƒÂƒ?ÃƒÂ‚Ã‚Â¤ufer.,Jostein Gaarder,2000,31,germany,4.166666667,1.5,0,128
276798,3453073398,0,Die Scheibenwelt. Zwei Romane in einem Band. Das Licht der Phantasie / Das Erbe des Zauberers.,Terry Pratchett,1990,31,germany,4.25,1.5,0,128
276798,3453115783,0,Tom Clancy's Op- Center. Spiegelbild.,Tom Clancy,1990,31,germany,2,1.5,0,128
276798,3499134004,0,Rabbit in Ruhe.,John Updike,1990,31,germany,0,1.5,0,128
276798,349915398X,0,Hasenherz. Roman.,John Updike,1970,31,germany,2.4,1.5,0,128
276798,3548603203,6,Artemis Fowl.,Eoin Colfer,2000,31,germany,3.416666667,1.5,0,128
276798,3764501383,0,Nomadentochter.,Waris Dirie,2000,31,germany,0,1.5,0,128
276798,3791535889,0,Moby Dick. ( Ab 12 J.).,Herman Melville,2000,31,germany,0,1.5,0,128
276800,61054143,0,The X-Files: Goblins,Charles Grant,1990,23,new zealand,1.047619048,1.166666667,0,236
276800,61054151,0,Whirlwind (The X-Files),Charles Grant,1990,23,new zealand,2.472727273,1.166666667,0,236
276800,61056774,0,The X-Files: Ground Zero,Kevin J. Anderson,1990,23,new zealand,1.680851064,1.166666667,0,236
276800,671021346,0,"Blooded (Buffy the Vampire Slayer, Book 5)",Christopher Golden,1990,23,new zealand,0.133333333,1.166666667,0,236
276800,671024108,0,Speaking in Tongues,Jeffery Deaver,2000,23,new zealand,2.757142857,1.166666667,0,236
276800,1562827898,7,Storm Surge: A Quin St. James and Mike McCleary Mystery,T. J. MacGregor,1990,23,new zealand,8.5,1.166666667,1,236
276804,64405176,0,Walk Two Moons,Sharon Creech,1990,14,usa,3.881355932,2.666666667,0,375
276804,439104769,0,Bloomability,Sharon Creech,0,14,usa,5.333333333,2.666666667,0,375
276804,440498058,8,A Wrinkle In Time,MADELEINE L'ENGLE,1990,14,usa,4.550632911,2.666666667,1,375
276808,395547032,10,"Richard Brautigan : A Confederate General from Big Sur, Dreaming of Babylon, and the Hawkline Monster (Three Books in the Manner of Their Original ed)",Richard Brautigan,1990,25,usa,4.25,10,1,375
276811,440414121,10,The Watsons Go to Birmingham - 1963 (Yearling Newbery),CHRISTOPHER PAUL CURTIS,1990,19,usa,4.222222222,10,1,375
276813,8401328322,0,Por los pelos,Miriam Keyes,2000,29,spain,0,4.166666667,0,321
276813,8401461189,0,007 El Mundo Nunca Es Suficiente,Raymond Benson,1990,29,spain,0,4.166666667,0,321
276813,8401471796,0,Cinco Semanas En Globo (Espasa Bolsillo),Verne,0,29,spain,0,4.166666667,0,321
276813,8423996565,8,La hija del CanÃƒÂƒÃ‚Â­bal,Rosa Montero,1990,29,spain,5.5,4.166666667,1,321
276813,8424130081,0,"Los Calusari/the Calusari (Coleccion \Expediente X\""/the X Files Series)""",Garth Nix,1990,29,spain,0,4.166666667,0,321
276813,8426449476,8,El Diaro De Bridget Jones,Helen Fielding,1990,29,spain,5.428571429,4.166666667,1,321
276813,8426449573,6,Bridget Jones:SobrevivirÃƒÂƒÃ‚Â©,Helen Fielding,2000,29,spain,5.666666667,4.166666667,0,321
276813,8478885218,6,La Fiesta De Ralph,Lisa Jewell,0,29,spain,7.333333333,4.166666667,0,321
276813,8478886044,8,Nadie Es Perfecto (Narrativa Actual),Jane Green,2000,29,spain,8,4.166666667,1,321
276813,8495618052,0,Katie.com,Katherine Tarbox,2000,29,spain,0,4.166666667,0,321
276814,91830893,8,The Circle And The Cross 1: Playing Of,Caiseal Mor,1990,39,australia,3.75,8,1,30
276814,812571029,9,Uther (Camulod Chronicles),Jack Whyte,2000,39,australia,4.2,8,1,30
276817,671749609,0,PERFUME : PERFUME,Patrick Suskind,1990,23,united kingdom,2.96875,0,0,363
276820,140062718,0,The Rebel Angels,Robertson Davies,1980,19,canada,3.04,4.5,0,65
276822,60096195,10,The Boy Next Door,Meggin Cabot,2000,11,canada,4.028037383,8.5625,1,65
276822,141310340,9,Skin and Other Stories (Now in Speak!),Roald Dahl,2000,11,canada,3.75,8.5625,1,65
276822,142302198,10,Growing Wings,Laurel Winter,2000,11,canada,6.75,8.5625,1,65
276822,156006065,9,The Riddle of Scheherazade: And Other Amazing Puzzles,Raymond Smullyan,1990,11,canada,5.666666667,8.5625,1,65
276822,375821813,9,Hoot (Newbery Honor Book),CARL HIAASEN,2000,11,canada,4.882352941,8.5625,1,65
276822,038076041X,10,A Kid's Guide to How to Save the Planet (Camelot world),Billy Goodman,1990,11,canada,7.2,8.5625,1,65
276822,439087597,0,The Last Book in the Universe,Rodman Philbrick,2000,11,canada,7.444444444,8.5625,0,65
276822,439401399,6,The Contest,Gordon Korman,2000,11,canada,4.333333333,8.5625,0,65
276822,689804458,8,A String in the Harp,Nancy Bond,1990,11,canada,5.333333333,8.5625,1,65
276822,786812508,9,The Sandy Bottom Orchestra,Jenny Nilson,1990,11,canada,3.285714286,8.5625,1,65
276822,786817070,10,"Artemis Fowl (Artemis Fowl, Book 1)",Eoin Colfer,2000,11,canada,3.559748428,8.5625,1,65
276822,805057706,10,The Number Devil: A Mathematical Adventure,Hans Magnus Enzensberger,1990,11,canada,9.5,8.5625,1,65
276822,1551925060,8,Surviving Sam,Karen Rivers,2000,11,canada,2.666666667,8.5625,1,65
276822,1573248533,10,Random Acts of Kindness,Dawna Markova,2000,11,canada,6.666666667,8.5625,1,65
276828,385272324,0,Round about Midnight: A Portrait of Miles Davis,Eric Nisenson,1980,32,france,0,0.538461538,0,120
276828,2038701962,0,Ubu Roi*,Jarry,0,32,france,3.75,0.538461538,0,120
276828,2070264564,0,Des bateaux dans la nuit,Philippe Labro,1980,32,france,0,0.538461538,0,120
276828,2070334430,0,Contes De Ma Mere L'Oye,Charles Perrault,0,32,france,0,0.538461538,0,120
276828,2070403734,0,Les Confessions: Livres I ÃƒÂƒ?ÃƒÂ‚Ã‚Â  IV,Jean-Jacques Rousseau,1990,32,france,0.666666667,0.538461538,0,120
276828,2080680676,0,Jean-Edern Hallier,Sarah Vajda,2000,32,france,0,0.538461538,0,120
276828,2232122263,0,Les derniers poÃƒÂƒ?ÃƒÂ‚Ã‚Â¨mes d'amour,Paul Eluard,2000,32,france,0,0.538461538,0,120
276828,2253044903,0,Le Parfum : Histoire d'un meurtrier,Patrick SÃƒÂƒ?ÃƒÂ‚Ã‚Â¼skind,1980,32,france,4.5,0.538461538,0,120
276828,2253150711,7,Stupeur Et Tremblements,Amelie Nothomb,2000,32,france,5.5,0.538461538,1,120
276828,2266076000,0,L'Orage,Deforges,2000,32,france,2,0.538461538,0,120
276828,2277221678,0,Maudit Manege,Philippe Djian,0,32,france,3.571428571,0.538461538,0,120
276828,2290321028,0,Le chateau des carpathes,Jules Verne,2000,32,france,3.5,0.538461538,0,120
276828,2842190009,0,La petite ÃƒÂƒ?ÃƒÂ‚Ã‚Â©cuyÃƒÂƒ?ÃƒÂ‚Ã‚Â¨re a caftÃƒÂƒ?ÃƒÂ‚Ã‚Â©,Jean-Bernard Pouy,1990,32,france,0,0.538461538,0,120
276830,440225825,9,Move to Strike,Perri O'Shaughnessy,2000,32,canada,2.764044944,9,1,65
276832,316781266,0,The Last Time They Met : A Novel,Anita Shreve,2000,32,usa,2.757425743,2.5,0,375
276832,345446860,5,Back When We Were Grownups : A Novel (Ballantine Reader's Circle),ANNE TYLER,2000,32,usa,3.694656489,2.5,0,375
276833,671876244,0,"Field of Dishonor (Honor Harrington Series, Book 4)",David Weber,1990,14,canada,2.888888889,0,0,65
276835,3125785006,10,Of Mice and Men. Text and Study Aids. (Lernmaterialien),John Steinbeck,2000,32,germany,10,10,1,128
276837,380005239,5,Go Ask Alice (Avon/Flare Book),James Jennings,1990,32,usa,4,5,0,375
276838,1593080255,0,The Picture of Dorian Gray,Oscar Wilde,2000,22,spain,2.25,0,0,321
276840,385729340,0,The Second Summer of the Sisterhood,ANN BRASHARES,2000,16,usa,3.53125,0,0,375
276847,446364193,0,Along Came a Spider (Alex Cross Novels),James Patterson,1990,27,germany,3.127516779,5.941176471,0,128
276847,3379015180,0,Schlafes Bruder,Robert Schneider,1990,27,germany,4.384615385,5.941176471,0,128
276847,3404145909,8,Der Stein der Kelten.,Michael Phillips,2000,27,germany,1.6,5.941176471,1,128
276847,3404148576,8,Nordermoor,Arnaldur Indridason,2000,27,germany,4.466666667,5.941176471,1,128
276847,3404921178,7,Nur der Tod ist ohne Makel.,Ann Granger,2000,27,germany,5.428571429,5.941176471,1,128
276847,3423071516,10,Der Kleine Hobbit,J. R. R. Tolkien,2000,27,germany,7.8,5.941176471,1,128
276847,3423204885,0,Die Benachteiligung erfolgt durch die Post. StilblÃƒÂƒ?ÃƒÂ‚Ã‚Â¼ten aus Inseraten und Pressenotizen.,Georg Friedrich Nikol,2000,27,germany,0,5.941176471,0,128
276847,3423205806,0,Lieber Sport als Mord.,Horst Bosetzky,2000,27,germany,0,5.941176471,0,128
276847,3426622610,0,Gratsch.,Jockel Tschiersch,2000,27,germany,0,5.941176471,0,128
276847,3426671298,8,Das geheime ABC der Toten.,Patricia Cornwell,1990,27,germany,5.333333333,5.941176471,1,128
276847,344215121X,9,Hitlers Kinder.,Guido Knopp,2000,27,germany,9,5.941176471,1,128
276847,3442413508,10,Auf Ehre und Gewissen. Roman.,Elizabeth George,1990,27,germany,3.076923077,5.941176471,1,128
276847,3442422035,9,Keiner werfe den ersten Stein. Roman.,Elizabeth George,1990,27,germany,4.8,5.941176471,1,128
276847,3442435773,8,Denn keiner ist ohne Schuld.,Elizabeth George,1990,27,germany,4,5.941176471,1,128
276847,3442437717,7,Asche zu Asche.,Elizabeth George,1990,27,germany,4.142857143,5.941176471,1,128
276847,3442441080,10,Im Angesicht des Feindes.,Elizabeth George,1990,27,germany,6.333333333,5.941176471,1,128
276847,3442442796,0,Reif fÃƒÂƒ?ÃƒÂ‚Ã‚Â¼r die Insel. England fÃƒÂƒ?ÃƒÂ‚Ã‚Â¼r AnfÃƒÂƒ?ÃƒÂ‚Ã‚Â¤nger und Fortgeschrittene.,Bill Bryson,1990,27,germany,2.333333333,5.941176471,0,128
276847,3442444020,8,Denn sie betrÃƒÂƒ?ÃƒÂ‚Ã‚Â¼gt man nicht.,Elizabeth George,1990,27,germany,2.333333333,5.941176471,1,128
276847,3442446414,10,Mit dem KÃƒÂƒ?ÃƒÂ‚Ã‚Â¼hlschrank durch Irland.,Tony Hawks,2000,27,germany,4.470588235,5.941176471,1,128
276847,3442448530,7,Die HirnkÃƒÂƒ?ÃƒÂ‚Ã‚Â¶nigin.,Thea Dorn,2000,27,germany,2.117647059,5.941176471,1,128
276847,3442449820,9,Undank ist der VÃƒÂƒ?ÃƒÂ‚Ã‚Â¤ter Lohn.,Elizabeth George,2000,27,germany,7.4,5.941176471,1,128
276847,3453137442,6,Der Goldene Kompass / The Golden Compass,Philip Pullman,2000,27,germany,5.25,5.941176471,0,128
276847,3453870190,0,Auf dÃƒÂƒ?ÃƒÂ‚Ã‚Â¼nnem Eis.,Charles Todd,2000,27,germany,2.5,5.941176471,0,128
276847,347354034X,7,Die Welle,Rhue,1990,27,germany,6.5,5.941176471,1,128
276847,3492231322,9,Der UnterhÃƒÂƒ?ÃƒÂ‚Ã‚Â¤ndler.,Frederick Forsyth,2000,27,germany,8,5.941176471,1,128
276847,349912176X,0,Inspektor Jury kÃƒÂƒ?ÃƒÂ‚Ã‚Â¼ÃƒÂƒ?ÃƒÂ‚?t die Muse. Roman.,Martha Grimes,2000,27,germany,3.6,5.941176471,0,128
276847,3499222213,7,Im Keller.,Jan Philipp Reemtsma,1990,27,germany,2.333333333,5.941176471,1,128
276847,3499228297,6,"Alte Freunde, neue Feinde. Ein Fall fÃƒÂƒ?ÃƒÂ‚Ã‚Â¼r Bernhard Gunther.",Philip Kerr,2000,27,germany,3,5.941176471,0,128
276847,3499232529,0,Der Tag X.,Philip Kerr,2000,27,germany,0,5.941176471,0,128
276847,3499233436,0,Tod im weiÃƒÂƒ?ÃƒÂ‚?en HÃƒÂƒ?ÃƒÂ‚Ã‚Â¤ubchen.,P. D. James,2000,27,germany,0,5.941176471,0,128
276847,3499264528,0,Inspektor Jury bricht das Eis. Roman.,Martha Grimes,2000,27,germany,4,5.941176471,0,128
276847,3499433443,8,Goldmann: Feuer in Berlin,Kerr,0,27,germany,4,5.941176471,1,128
276847,3506464078,10,Le Petit Prince. (FranzÃƒÂƒ?ÃƒÂ‚Ã‚Â¶sische Ausgabe). (Lernmaterialien),Antoine de Saint-Exupery,1980,27,germany,5,5.941176471,1,128
276847,3548602967,0,Rand.,Jan Kjaerstad,2000,27,germany,2.333333333,5.941176471,0,128
276847,3551551677,10,Harry Potter und der Stein der Weisen,Joanne K. Rowling,1990,27,germany,6.142857143,5.941176471,1,128
276847,3551551685,10,Harry Potter und die Kammer des Schreckens,Joanne K. Rowling,2000,27,germany,6.733333333,5.941176471,1,128
276847,3551551693,10,Harry Potter und der Gefangene von Azkaban,J. K. Rowling,1990,27,germany,6.785714286,5.941176471,1,128
276847,3551551936,10,Harry Potter Und Der Feuerkelch,Joanne K. Rowling,1990,27,germany,8,5.941176471,1,128
276847,359621078X,9,Saemtliche Erzaehlungen,Franz Kafka,0,27,germany,7.4,5.941176471,1,128
276847,3608932240,7,Der Herr der Ringe. AnhÃƒÂƒ?ÃƒÂ‚Ã‚Â¤nge und Register.,John Ronald Reuel Tolkien,2000,27,germany,7,5.941176471,1,128
276847,360893541X,10,Die Gefahrten I,J. R. R. Tolkien,2000,27,germany,6.666666667,5.941176471,1,128
276847,3608935428,10,Die Zwei Turme II,J. R. R. Tolkien,2000,27,germany,8.166666667,5.941176471,1,128
276847,3608935436,10,Die Wiederkehr Des Konigs III,J. R. R. Tolkien,2000,27,germany,7.8,5.941176471,1,128
276847,374661922X,0,Der Sterne TennisbÃƒÂƒ?ÃƒÂ‚Ã‚Â¤lle.,Stephen Fry,2000,27,germany,3.25,5.941176471,0,128
276847,3770131495,0,Ungarn.,Elke Eberhardt,2000,27,germany,0,5.941176471,0,128
276847,3809024589,8,Die Chirurgin.,Tess Gerritsen,2000,27,germany,8,5.941176471,1,128
276847,3821815191,10,Das bizarre Sexualleben der Tiere. Ein populÃƒÂƒ?ÃƒÂ‚Ã‚Â¤res Lexikon von Aal bis Zebra.,Michael Miersch,1990,27,germany,10,5.941176471,1,128
276848,3442440777,0,Die siebte GeiÃƒÂƒ?ÃƒÂ‚?el.,Ann Benson,1990,41,germany,0,0.571428571,0,128
276848,3453042905,0,Gevatter Tod. Roman. ( Fantasy).,Terry Pratchett,1990,41,germany,4.833333333,0.571428571,0,128
276848,3453061187,0,Die Jury. Roman.,John Grisham,1990,41,germany,3.96,0.571428571,0,128
276848,3453071174,0,Die Firma. Roman.,John Grisham,1990,41,germany,5.5,0.571428571,0,128
276848,3453127013,0,Der Regenmacher.,John Grisham,1990,41,germany,4.555555556,0.571428571,0,128
276848,3453211014,0,Kaltgestellt.,Colin Forbes,2000,41,germany,2.5,0.571428571,0,128
276848,3596122279,0,Das Superwieb,Hera Lind,2000,41,germany,3.096774194,0.571428571,0,128
276848,3922524443,0,Ich liebe Dich!: Ein Eisenbahnroman mit 66 Intermezzos,Paul Scheerbart,1980,41,germany,0,0.571428571,0,128
276850,449217264,7,Alaska,James A. Michener,1990,16,canada,1.890410959,7,1,65
276852,055321358X,0,O Pioneers! (Bantam Classic),Willa Cather,1980,18,australia,1.666666667,0,0,30
276853,8420457477,1,Los Trapos Sucios - Manolito Gafotas,Lindo,0,17,spain,2.75,4,0,321
276853,8448034023,7,Mycroft Holmes Contra La Hermandad,Quinn Fawcett,2000,17,spain,7,4,1,321
276854,671034944,5,Soul Survivor,Christopher Golden,1990,22,australia,1.375,3.333333333,0,30
276854,843946415,0,Alone with the Dead (Joe Keough Mysteries (Paperback)),Robert J. Randisi,1990,22,australia,0.4,3.333333333,0,30
276856,2010173929,0,La Citadelle Du Vertige,Grousset,0,32,france,4,0,0,120
276856,2012003494,0,Les Six Compagnons ÃƒÂƒ?ÃƒÂ‚Ã‚Â  Scotland Yard,Paul-Jacques Bonzon,1990,32,france,0,0,0,120
276856,2013218826,0,Mon bel oranger,JosÃƒÂƒ?ÃƒÂ‚Ã‚Â© Mauro de Vasconcelos,2000,32,france,0,0,0,120
276856,2013220162,0,L'Appel de la forÃƒÂƒ?ÃƒÂ‚Ã‚Âªt,Jack London,2000,32,france,0,0,0,120
276856,207033015X,0,Un Bon Petit Diable,Segur,0,32,france,4.5,0,0,120
276856,2203142278,0,Les derniers gÃƒÂƒ?ÃƒÂ‚Ã‚Â©ants,FranÃƒÂƒ?ÃƒÂ‚Ã‚Â§ois Place,1990,32,france,0,0,0,120
276856,2205040561,0,"Iznogoud, tome 2 : Les complots d'Iznogoud",Philippe Tabary,1990,32,france,0,0,0,120
276856,2253005274,0,Le Grand Meaulnes (Classiques De Poche),Alain-Fournier,2000,32,france,3.315789474,0,0,120
276856,2723402983,0,"Percevan, tome 1 : Les Trois Etoiles d'Ingaar",Philippe Luguy,1990,32,france,0,0,0,120
276856,2800108584,0,"Les Tuniques bleues, tome 1 : un chariot dans l'ouest",Louis SalvÃƒÂƒ?ÃƒÂ‚Ã‚Â©rius,1980,32,france,3.5,0,0,120
276856,2800134259,0,"BD Pirate : Cupidon, tome 2 : Philtre d'amour",Malik,2000,32,france,0,0,0,120
276856,2800134267,0,"BD Pirate : Cupidon, tome 3 : Baiser de feu",Malik,2000,32,france,0,0,0,120
276856,2803616998,0,"LÃƒÂƒ?ÃƒÂ‚Ã‚Â©onard, tome 1 : LÃƒÂƒ?ÃƒÂ‚Ã‚Â©onard est un gÃƒÂƒ?ÃƒÂ‚Ã‚Â©nie",Bob de Groot,2000,32,france,4,0,0,120
276859,014014899X,0,What's That Pig Outdoors: A Memoir of Deafness,Henry Kisor,1990,32,canada,2.5,4,0,65
276859,140269967,0,"The Power to Harm: Mind, Medicine, and Murder on Trial",John Cornwell,1990,32,canada,0,4,0,65
276859,140328742,0,The Wonderful Story of Henry Sugar and Six More,Roald Dahl,1980,32,canada,3.6875,4,0,65
276859,140366830,0,Tales of the Greek Heroes: Retold from the Ancient Authors (Puffin Classics),Roger Lancelyn Green,1990,32,canada,4,4,0,65
276859,140367446,0,Kim (Puffin Classics-the Essential Collection),Rudyard Kipling,1990,32,canada,0,4,0,65
276859,425131378,0,How to Deal With Your Parents: When They Still Treat You Like a Child,Lynn Osterkamp,1990,32,canada,0,4,0,65
276859,517642689,7,French Cuisine for All,Louisette Bertholle,1980,32,canada,7,4,1,65
276859,600571165,0,Journey Through Nature (Journey Through Series),Jim Flegg,1990,32,canada,0,4,0,65
276859,077104450X,8,Going Inside: A Couple's Journey of Renewal into the North,Alan S. Kesselheim,1990,32,canada,8,4,1,65
276859,789706032,8,The Complete Idiot's Guide to the Microsoft Network,John Pivovarnick,1990,32,canada,8,4,1,65
276859,836218833,10,Attack Of The Deranged Mutant Killer Snow Goons,Bill Watterson,1990,32,canada,4.75,4,1,65
276859,836220889,10,Calvin and Hobbes,Bill Watterson,1980,32,canada,5.476190476,4,1,65
276859,088365721X,9,"The Best of Bombeck: At Wit's End, Just Wait Until You Have Children of Your Own, I Lost Everything in the Post-Natal Depression",Erma Bombeck,1990,32,canada,3.923076923,4,1,65
276859,1559712252,6,Dear Children of the Earth: A Letter from Home,Schim Schimmel,1990,32,canada,6,4,0,65
276859,1567616089,8,The Complete Idiots Guide to Getting the Job You Want (W/2 Discs),Marc A. Dorio,1990,32,canada,8,4,1,65
276859,2890510328,0,Deux Grands Ducs Dans La Famille (Collection Des Deux Solitudes: Jeunesse),Farley Mowat,1980,32,canada,0,4,0,65
276859,3257227264,0,Die HÃƒÂƒ?ÃƒÂ‚Ã‚Â¤upter meiner Lieben.,Ingrid Noll,2000,32,canada,3.96,4,0,65
276861,342313075X,0,Die rote Antilope.,Henning Mankell,2000,17,switzerland,0,7.692307692,0,330
276861,3423201509,10,Die Weiss Lowin / Contemporary German Lit,Henning Mankell,2000,17,switzerland,5.375,7.692307692,1,330
